14.5924 	WARNING 	Requested an unavailable screen number - using first available.
48.2124 	EXP 	feedback_rt: height = 0.12
48.2124 	EXP 	feedback_rt: height = 0.12
48.2124 	EXP 	feedback_rt: text = 'Tempo de Reação: 291 ms'
48.2124 	EXP 	feedback_rt: autoDraw = True
49.1975 	EXP 	New trial (rep=1, index=7): {'cue': 'images/no_arrow.png', 'target_x': 0.55, 'is_valid': 0, 'corr': 'right'}
49.2130 	EXP 	feedback_rt: autoDraw = False
49.2130 	EXP 	feedback_rt: autoDraw = False
49.2130 	EXP 	cue_stim: ori = 0.0
49.2130 	EXP 	cue_stim: image = 'images/no_arrow.png'
49.2130 	EXP 	fixation: autoDraw = True
50.0124 	EXP 	fixation: autoDraw = False
50.0124 	EXP 	cue_stim: autoDraw = True
50.2128 	EXP 	cue_stim: autoDraw = False
50.2128 	EXP 	target_stim: autoDraw = True
50.5028 	DATA 	Keypress: right
50.5125 	EXP 	fixation: autoDraw = False
50.5125 	EXP 	cue_stim: autoDraw = False
50.5125 	EXP 	target_stim: autoDraw = False
50.5125 	EXP 	reminder: autoDraw = False
50.5125 	EXP 	feedback_rt: height = 0.12
50.5125 	EXP 	feedback_rt: height = 0.12
50.5125 	EXP 	feedback_rt: height = 0.12
50.5125 	EXP 	feedback_rt: text = 'Tempo de Reação: 272 ms'
50.5125 	EXP 	feedback_rt: autoDraw = True
51.4973 	EXP 	New trial (rep=1, index=8): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
51.5130 	EXP 	feedback_rt: autoDraw = False
51.5130 	EXP 	feedback_rt: autoDraw = False
51.5130 	EXP 	cue_stim: ori = 0.0
51.5130 	EXP 	cue_stim: image = 'images/arrow_left.png'
51.5130 	EXP 	fixation: autoDraw = True
52.3128 	EXP 	fixation: autoDraw = False
52.3128 	EXP 	cue_stim: autoDraw = True
52.5127 	EXP 	cue_stim: autoDraw = False
52.5127 	EXP 	target_stim: autoDraw = True
52.7521 	DATA 	Keypress: left
52.7624 	EXP 	fixation: autoDraw = False
52.7624 	EXP 	cue_stim: autoDraw = False
52.7624 	EXP 	target_stim: autoDraw = False
52.7624 	EXP 	reminder: autoDraw = False
52.7624 	EXP 	feedback_rt: height = 0.12
52.7624 	EXP 	feedback_rt: height = 0.12
52.7624 	EXP 	feedback_rt: height = 0.12
52.7624 	EXP 	feedback_rt: text = 'Tempo de Reação: 226 ms'
52.7624 	EXP 	feedback_rt: autoDraw = True
53.7472 	EXP 	New trial (rep=1, index=9): {'cue': 'images/no_arrow.png', 'target_x': -0.55, 'is_valid': 0, 'corr': 'left'}
53.7630 	EXP 	feedback_rt: autoDraw = False
53.7630 	EXP 	feedback_rt: autoDraw = False
53.7630 	EXP 	cue_stim: ori = 0.0
53.7630 	EXP 	cue_stim: image = 'images/no_arrow.png'
53.7630 	EXP 	fixation: autoDraw = True
54.5624 	EXP 	fixation: autoDraw = False
54.5624 	EXP 	cue_stim: autoDraw = True
54.7627 	EXP 	cue_stim: autoDraw = False
54.7627 	EXP 	target_stim: autoDraw = True
55.0184 	DATA 	Keypress: left
55.0294 	EXP 	fixation: autoDraw = False
55.0294 	EXP 	cue_stim: autoDraw = False
55.0294 	EXP 	target_stim: autoDraw = False
55.0294 	EXP 	reminder: autoDraw = False
55.0294 	EXP 	feedback_rt: height = 0.12
55.0294 	EXP 	feedback_rt: height = 0.12
55.0294 	EXP 	feedback_rt: height = 0.12
55.0294 	EXP 	feedback_rt: text = 'Tempo de Reação: 248 ms'
55.0294 	EXP 	feedback_rt: autoDraw = True
56.0127 	EXP 	New trial (rep=1, index=10): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
56.0291 	EXP 	feedback_rt: autoDraw = False
56.0291 	EXP 	feedback_rt: autoDraw = False
56.0291 	EXP 	cue_stim: ori = 0.0
56.0291 	EXP 	cue_stim: image = 'images/arrow_left.png'
56.0291 	EXP 	fixation: autoDraw = True
56.8292 	EXP 	fixation: autoDraw = False
56.8292 	EXP 	cue_stim: autoDraw = True
57.0291 	EXP 	cue_stim: autoDraw = False
57.0291 	EXP 	target_stim: autoDraw = True
57.3353 	DATA 	Keypress: left
57.3467 	EXP 	fixation: autoDraw = False
57.3467 	EXP 	cue_stim: autoDraw = False
57.3467 	EXP 	target_stim: autoDraw = False
57.3467 	EXP 	reminder: autoDraw = False
57.3467 	EXP 	feedback_rt: height = 0.12
57.3467 	EXP 	feedback_rt: height = 0.12
57.3467 	EXP 	feedback_rt: height = 0.12
57.3467 	EXP 	feedback_rt: text = 'Tempo de Reação: 288 ms'
57.3467 	EXP 	feedback_rt: autoDraw = True
58.3463 	EXP 	New trial (rep=1, index=11): {'cue': 'images/arrow_right.png', 'target_x': 0.55, 'is_valid': 1, 'corr': 'right'}
58.3622 	EXP 	feedback_rt: autoDraw = False
58.3622 	EXP 	cue_stim: ori = 0.0
58.3622 	EXP 	cue_stim: image = 'images/arrow_right.png'
58.3622 	EXP 	fixation: autoDraw = True
59.1456 	EXP 	cue_stim: autoDraw = True
59.1624 	EXP 	fixation: autoDraw = False
59.3457 	EXP 	cue_stim: autoDraw = False
59.3457 	EXP 	target_stim: autoDraw = True
59.5809 	DATA 	Keypress: right
59.6126 	EXP 	fixation: autoDraw = False
59.6126 	EXP 	cue_stim: autoDraw = False
59.6126 	EXP 	target_stim: autoDraw = False
59.6126 	EXP 	reminder: autoDraw = False
59.6126 	EXP 	feedback_rt: height = 0.12
59.6126 	EXP 	feedback_rt: height = 0.12
59.6126 	EXP 	feedback_rt: height = 0.12
59.6126 	EXP 	feedback_rt: text = 'Tempo de Reação: 234 ms'
59.6126 	EXP 	feedback_rt: autoDraw = True
60.5966 	EXP 	New trial (rep=2, index=0): {'cue': 'images/arrow_right.png', 'target_x': 0.55, 'is_valid': 1, 'corr': 'right'}
60.6121 	EXP 	feedback_rt: autoDraw = False
60.6121 	EXP 	feedback_rt: autoDraw = False
60.6121 	EXP 	cue_stim: ori = 0.0
60.6121 	EXP 	cue_stim: image = 'images/arrow_right.png'
60.6121 	EXP 	fixation: autoDraw = True
61.4121 	EXP 	fixation: autoDraw = False
61.4121 	EXP 	cue_stim: autoDraw = True
61.6117 	EXP 	cue_stim: autoDraw = False
61.6117 	EXP 	target_stim: autoDraw = True
61.8348 	DATA 	Keypress: right
61.8453 	EXP 	fixation: autoDraw = False
61.8453 	EXP 	cue_stim: autoDraw = False
61.8453 	EXP 	target_stim: autoDraw = False
61.8453 	EXP 	reminder: autoDraw = False
61.8453 	EXP 	feedback_rt: height = 0.12
61.8453 	EXP 	feedback_rt: height = 0.12
61.8453 	EXP 	feedback_rt: height = 0.12
61.8453 	EXP 	feedback_rt: text = 'Tempo de Reação: 216 ms'
61.8453 	EXP 	feedback_rt: autoDraw = True
62.8299 	EXP 	New trial (rep=2, index=1): {'cue': 'images/arrow_right.png', 'target_x': -0.55, 'is_valid': -1, 'corr': 'left'}
62.8452 	EXP 	feedback_rt: autoDraw = False
62.8452 	EXP 	feedback_rt: autoDraw = False
62.8452 	EXP 	cue_stim: ori = 0.0
62.8452 	EXP 	cue_stim: image = 'images/arrow_right.png'
62.8452 	EXP 	fixation: autoDraw = True
63.6455 	EXP 	fixation: autoDraw = False
63.6455 	EXP 	cue_stim: autoDraw = True
63.8454 	EXP 	cue_stim: autoDraw = False
63.8454 	EXP 	target_stim: autoDraw = True
64.1343 	DATA 	Keypress: left
64.1454 	EXP 	fixation: autoDraw = False
64.1454 	EXP 	cue_stim: autoDraw = False
64.1454 	EXP 	target_stim: autoDraw = False
64.1454 	EXP 	reminder: autoDraw = False
64.1454 	EXP 	feedback_rt: height = 0.12
64.1454 	EXP 	feedback_rt: height = 0.12
64.1454 	EXP 	feedback_rt: height = 0.12
64.1454 	EXP 	feedback_rt: text = 'Tempo de Reação: 279 ms'
64.1454 	EXP 	feedback_rt: autoDraw = True
65.1298 	EXP 	New trial (rep=2, index=2): {'cue': 'images/arrow_right.png', 'target_x': -0.55, 'is_valid': -1, 'corr': 'left'}
65.1452 	EXP 	feedback_rt: autoDraw = False
65.1452 	EXP 	feedback_rt: autoDraw = False
65.1452 	EXP 	cue_stim: ori = 0.0
65.1452 	EXP 	cue_stim: image = 'images/arrow_right.png'
65.1452 	EXP 	fixation: autoDraw = True
65.9454 	EXP 	fixation: autoDraw = False
65.9454 	EXP 	cue_stim: autoDraw = True
66.1451 	EXP 	cue_stim: autoDraw = False
66.1451 	EXP 	target_stim: autoDraw = True
66.4521 	DATA 	Keypress: left
66.4621 	EXP 	fixation: autoDraw = False
66.4621 	EXP 	cue_stim: autoDraw = False
66.4621 	EXP 	target_stim: autoDraw = False
66.4621 	EXP 	reminder: autoDraw = False
66.4621 	EXP 	feedback_rt: height = 0.12
66.4621 	EXP 	feedback_rt: height = 0.12
66.4621 	EXP 	feedback_rt: height = 0.12
66.4621 	EXP 	feedback_rt: text = 'Tempo de Reação: 299 ms'
66.4621 	EXP 	feedback_rt: autoDraw = True
67.4462 	EXP 	New trial (rep=2, index=3): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
67.4620 	EXP 	feedback_rt: autoDraw = False
67.4620 	EXP 	feedback_rt: autoDraw = False
67.4620 	EXP 	cue_stim: ori = 0.0
67.4620 	EXP 	cue_stim: image = 'images/arrow_left.png'
67.4620 	EXP 	fixation: autoDraw = True
68.2615 	EXP 	fixation: autoDraw = False
68.2615 	EXP 	cue_stim: autoDraw = True
68.4614 	EXP 	cue_stim: autoDraw = False
68.4614 	EXP 	target_stim: autoDraw = True
68.6510 	DATA 	Keypress: left
68.6613 	EXP 	fixation: autoDraw = False
68.6613 	EXP 	cue_stim: autoDraw = False
68.6613 	EXP 	target_stim: autoDraw = False
68.6613 	EXP 	reminder: autoDraw = False
68.6613 	EXP 	feedback_rt: height = 0.12
68.6613 	EXP 	feedback_rt: height = 0.12
68.6613 	EXP 	feedback_rt: height = 0.12
68.6613 	EXP 	feedback_rt: text = 'Tempo de Reação: 182 ms'
68.6613 	EXP 	feedback_rt: autoDraw = True
69.6455 	EXP 	New trial (rep=2, index=4): {'cue': 'images/arrow_right.png', 'target_x': 0.55, 'is_valid': 1, 'corr': 'right'}
69.6614 	EXP 	feedback_rt: autoDraw = False
69.6614 	EXP 	feedback_rt: autoDraw = False
69.6614 	EXP 	cue_stim: ori = 0.0
69.6614 	EXP 	cue_stim: image = 'images/arrow_right.png'
69.6614 	EXP 	fixation: autoDraw = True
70.4616 	EXP 	fixation: autoDraw = False
70.4616 	EXP 	cue_stim: autoDraw = True
70.6617 	EXP 	cue_stim: autoDraw = False
70.6617 	EXP 	target_stim: autoDraw = True
70.9173 	DATA 	Keypress: right
70.9281 	EXP 	fixation: autoDraw = False
70.9281 	EXP 	cue_stim: autoDraw = False
70.9281 	EXP 	target_stim: autoDraw = False
70.9281 	EXP 	reminder: autoDraw = False
70.9281 	EXP 	feedback_rt: height = 0.12
70.9281 	EXP 	feedback_rt: height = 0.12
70.9281 	EXP 	feedback_rt: height = 0.12
70.9281 	EXP 	feedback_rt: text = 'Tempo de Reação: 245 ms'
70.9281 	EXP 	feedback_rt: autoDraw = True
71.9132 	EXP 	New trial (rep=2, index=5): {'cue': 'images/arrow_right.png', 'target_x': 0.55, 'is_valid': 1, 'corr': 'right'}
71.9283 	EXP 	feedback_rt: autoDraw = False
71.9283 	EXP 	feedback_rt: autoDraw = False
71.9283 	EXP 	cue_stim: ori = 0.0
71.9283 	EXP 	cue_stim: image = 'images/arrow_right.png'
71.9283 	EXP 	fixation: autoDraw = True
72.7283 	EXP 	fixation: autoDraw = False
72.7283 	EXP 	cue_stim: autoDraw = True
72.9283 	EXP 	cue_stim: autoDraw = False
72.9283 	EXP 	target_stim: autoDraw = True
73.2184 	DATA 	Keypress: right
73.2281 	EXP 	fixation: autoDraw = False
73.2281 	EXP 	cue_stim: autoDraw = False
73.2281 	EXP 	target_stim: autoDraw = False
73.2281 	EXP 	reminder: autoDraw = False
73.2281 	EXP 	feedback_rt: height = 0.12
73.2281 	EXP 	feedback_rt: height = 0.12
73.2281 	EXP 	feedback_rt: height = 0.12
73.2281 	EXP 	feedback_rt: text = 'Tempo de Reação: 283 ms'
73.2281 	EXP 	feedback_rt: autoDraw = True
74.2129 	EXP 	New trial (rep=2, index=6): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
74.2281 	EXP 	feedback_rt: autoDraw = False
74.2281 	EXP 	feedback_rt: autoDraw = False
74.2281 	EXP 	cue_stim: ori = 0.0
74.2281 	EXP 	cue_stim: image = 'images/arrow_left.png'
74.2281 	EXP 	fixation: autoDraw = True
75.0283 	EXP 	fixation: autoDraw = False
75.0283 	EXP 	cue_stim: autoDraw = True
75.2283 	EXP 	cue_stim: autoDraw = False
75.2283 	EXP 	target_stim: autoDraw = True
75.4687 	DATA 	Keypress: left
75.4779 	EXP 	fixation: autoDraw = False
75.4779 	EXP 	cue_stim: autoDraw = False
75.4779 	EXP 	target_stim: autoDraw = False
75.4779 	EXP 	reminder: autoDraw = False
75.4779 	EXP 	feedback_rt: height = 0.12
75.4779 	EXP 	feedback_rt: height = 0.12
75.4779 	EXP 	feedback_rt: height = 0.12
75.4779 	EXP 	feedback_rt: text = 'Tempo de Reação: 223 ms'
75.4779 	EXP 	feedback_rt: autoDraw = True
76.4623 	EXP 	New trial (rep=2, index=7): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
76.4779 	EXP 	feedback_rt: autoDraw = False
76.4779 	EXP 	feedback_rt: autoDraw = False
76.4779 	EXP 	cue_stim: ori = 0.0
76.4779 	EXP 	cue_stim: image = 'images/arrow_left.png'
76.4779 	EXP 	fixation: autoDraw = True
77.2780 	EXP 	fixation: autoDraw = False
77.2780 	EXP 	cue_stim: autoDraw = True
77.4779 	EXP 	cue_stim: autoDraw = False
77.4779 	EXP 	target_stim: autoDraw = True
77.6838 	DATA 	Keypress: left
77.6950 	EXP 	fixation: autoDraw = False
77.6950 	EXP 	cue_stim: autoDraw = False
77.6950 	EXP 	target_stim: autoDraw = False
77.6950 	EXP 	reminder: autoDraw = False
77.6950 	EXP 	feedback_rt: height = 0.12
77.6950 	EXP 	feedback_rt: height = 0.12
77.6950 	EXP 	feedback_rt: height = 0.12
77.6950 	EXP 	feedback_rt: text = 'Tempo de Reação: 197 ms'
77.6950 	EXP 	feedback_rt: autoDraw = True
78.6788 	EXP 	New trial (rep=2, index=8): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
78.6945 	EXP 	feedback_rt: autoDraw = False
78.6945 	EXP 	feedback_rt: autoDraw = False
78.6945 	EXP 	cue_stim: ori = 0.0
78.6945 	EXP 	cue_stim: image = 'images/arrow_left.png'
78.6945 	EXP 	fixation: autoDraw = True
79.4946 	EXP 	fixation: autoDraw = False
79.4946 	EXP 	cue_stim: autoDraw = True
79.6944 	EXP 	cue_stim: autoDraw = False
79.6944 	EXP 	target_stim: autoDraw = True
79.9834 	DATA 	Keypress: left
79.9943 	EXP 	fixation: autoDraw = False
79.9943 	EXP 	cue_stim: autoDraw = False
79.9943 	EXP 	target_stim: autoDraw = False
79.9943 	EXP 	reminder: autoDraw = False
79.9943 	EXP 	feedback_rt: height = 0.12
79.9943 	EXP 	feedback_rt: height = 0.12
79.9943 	EXP 	feedback_rt: height = 0.12
79.9943 	EXP 	feedback_rt: text = 'Tempo de Reação: 268 ms'
79.9943 	EXP 	feedback_rt: autoDraw = True
80.9789 	EXP 	New trial (rep=2, index=9): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
80.9944 	EXP 	feedback_rt: autoDraw = False
80.9944 	EXP 	feedback_rt: autoDraw = False
80.9944 	EXP 	cue_stim: ori = 0.0
80.9944 	EXP 	cue_stim: image = 'images/arrow_left.png'
80.9944 	EXP 	fixation: autoDraw = True
81.7946 	EXP 	fixation: autoDraw = False
81.7946 	EXP 	cue_stim: autoDraw = True
81.9945 	EXP 	cue_stim: autoDraw = False
81.9945 	EXP 	target_stim: autoDraw = True
82.2352 	DATA 	Keypress: left
82.2445 	EXP 	fixation: autoDraw = False
82.2445 	EXP 	cue_stim: autoDraw = False
82.2445 	EXP 	target_stim: autoDraw = False
82.2445 	EXP 	reminder: autoDraw = False
82.2445 	EXP 	feedback_rt: height = 0.12
82.2445 	EXP 	feedback_rt: height = 0.12
82.2445 	EXP 	feedback_rt: height = 0.12
82.2445 	EXP 	feedback_rt: text = 'Tempo de Reação: 232 ms'
82.2445 	EXP 	feedback_rt: autoDraw = True
83.2287 	EXP 	New trial (rep=2, index=10): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
83.2444 	EXP 	feedback_rt: autoDraw = False
83.2444 	EXP 	feedback_rt: autoDraw = False
83.2444 	EXP 	cue_stim: ori = 0.0
83.2444 	EXP 	cue_stim: image = 'images/arrow_left.png'
83.2444 	EXP 	fixation: autoDraw = True
84.0443 	EXP 	fixation: autoDraw = False
84.0443 	EXP 	cue_stim: autoDraw = True
84.2441 	EXP 	cue_stim: autoDraw = False
84.2441 	EXP 	target_stim: autoDraw = True
84.4513 	DATA 	Keypress: left
84.4609 	EXP 	fixation: autoDraw = False
84.4609 	EXP 	cue_stim: autoDraw = False
84.4609 	EXP 	target_stim: autoDraw = False
84.4609 	EXP 	reminder: autoDraw = False
84.4609 	EXP 	feedback_rt: height = 0.12
84.4609 	EXP 	feedback_rt: height = 0.12
84.4609 	EXP 	feedback_rt: height = 0.12
84.4609 	EXP 	feedback_rt: text = 'Tempo de Reação: 199 ms'
84.4609 	EXP 	feedback_rt: autoDraw = True
85.4451 	EXP 	New trial (rep=2, index=11): {'cue': 'images/arrow_right.png', 'target_x': 0.55, 'is_valid': 1, 'corr': 'right'}
85.4607 	EXP 	feedback_rt: autoDraw = False
85.4607 	EXP 	feedback_rt: autoDraw = False
85.4607 	EXP 	cue_stim: ori = 0.0
85.4607 	EXP 	cue_stim: image = 'images/arrow_right.png'
85.4607 	EXP 	fixation: autoDraw = True
86.2609 	EXP 	fixation: autoDraw = False
86.2609 	EXP 	cue_stim: autoDraw = True
86.4610 	EXP 	cue_stim: autoDraw = False
86.4610 	EXP 	target_stim: autoDraw = True
86.7172 	DATA 	Keypress: right
86.7271 	EXP 	fixation: autoDraw = False
86.7271 	EXP 	cue_stim: autoDraw = False
86.7271 	EXP 	target_stim: autoDraw = False
86.7271 	EXP 	reminder: autoDraw = False
86.7271 	EXP 	feedback_rt: height = 0.12
86.7271 	EXP 	feedback_rt: height = 0.12
86.7271 	EXP 	feedback_rt: height = 0.12
86.7271 	EXP 	feedback_rt: text = 'Tempo de Reação: 247 ms'
86.7271 	EXP 	feedback_rt: autoDraw = True
87.7116 	EXP 	New trial (rep=3, index=0): {'cue': 'images/arrow_right.png', 'target_x': -0.55, 'is_valid': -1, 'corr': 'left'}
87.7278 	EXP 	feedback_rt: autoDraw = False
87.7278 	EXP 	feedback_rt: autoDraw = False
87.7278 	EXP 	cue_stim: ori = 0.0
87.7278 	EXP 	cue_stim: image = 'images/arrow_right.png'
87.7278 	EXP 	fixation: autoDraw = True
88.5279 	EXP 	fixation: autoDraw = False
88.5279 	EXP 	cue_stim: autoDraw = True
88.7277 	EXP 	cue_stim: autoDraw = False
88.7277 	EXP 	target_stim: autoDraw = True
89.0131 	DATA 	Keypress: left
89.0442 	EXP 	fixation: autoDraw = False
89.0442 	EXP 	cue_stim: autoDraw = False
89.0442 	EXP 	target_stim: autoDraw = False
89.0442 	EXP 	reminder: autoDraw = False
89.0442 	EXP 	feedback_rt: height = 0.12
89.0442 	EXP 	feedback_rt: height = 0.12
89.0442 	EXP 	feedback_rt: height = 0.12
89.0442 	EXP 	feedback_rt: text = 'Tempo de Reação: 284 ms'
89.0442 	EXP 	feedback_rt: autoDraw = True
90.0285 	EXP 	New trial (rep=3, index=1): {'cue': 'images/no_arrow.png', 'target_x': 0.55, 'is_valid': 0, 'corr': 'right'}
90.0442 	EXP 	feedback_rt: autoDraw = False
90.0442 	EXP 	feedback_rt: autoDraw = False
90.0442 	EXP 	cue_stim: ori = 0.0
90.0442 	EXP 	cue_stim: image = 'images/no_arrow.png'
90.0442 	EXP 	fixation: autoDraw = True
90.8439 	EXP 	fixation: autoDraw = False
90.8439 	EXP 	cue_stim: autoDraw = True
91.0447 	EXP 	cue_stim: autoDraw = False
91.0447 	EXP 	target_stim: autoDraw = True
91.3179 	DATA 	Keypress: right
91.3273 	EXP 	fixation: autoDraw = False
91.3273 	EXP 	cue_stim: autoDraw = False
91.3273 	EXP 	target_stim: autoDraw = False
91.3273 	EXP 	reminder: autoDraw = False
91.3273 	EXP 	feedback_rt: height = 0.12
91.3273 	EXP 	feedback_rt: height = 0.12
91.3273 	EXP 	feedback_rt: height = 0.12
91.3273 	EXP 	feedback_rt: text = 'Tempo de Reação: 263 ms'
91.3273 	EXP 	feedback_rt: autoDraw = True
92.3115 	EXP 	New trial (rep=3, index=2): {'cue': 'images/arrow_right.png', 'target_x': 0.55, 'is_valid': 1, 'corr': 'right'}
92.3275 	EXP 	feedback_rt: autoDraw = False
92.3275 	EXP 	feedback_rt: autoDraw = False
92.3275 	EXP 	cue_stim: ori = 0.0
92.3275 	EXP 	cue_stim: image = 'images/arrow_right.png'
92.3275 	EXP 	fixation: autoDraw = True
93.1277 	EXP 	fixation: autoDraw = False
93.1277 	EXP 	cue_stim: autoDraw = True
93.3272 	EXP 	cue_stim: autoDraw = False
93.3272 	EXP 	target_stim: autoDraw = True
93.6007 	DATA 	Keypress: right
93.6105 	EXP 	fixation: autoDraw = False
93.6105 	EXP 	cue_stim: autoDraw = False
93.6105 	EXP 	target_stim: autoDraw = False
93.6105 	EXP 	reminder: autoDraw = False
93.6105 	EXP 	feedback_rt: height = 0.12
93.6105 	EXP 	feedback_rt: height = 0.12
93.6105 	EXP 	feedback_rt: height = 0.12
93.6105 	EXP 	feedback_rt: text = 'Tempo de Reação: 260 ms'
93.6105 	EXP 	feedback_rt: autoDraw = True
94.5948 	EXP 	New trial (rep=3, index=3): {'cue': 'images/arrow_right.png', 'target_x': 0.55, 'is_valid': 1, 'corr': 'right'}
94.6106 	EXP 	feedback_rt: autoDraw = False
94.6106 	EXP 	feedback_rt: autoDraw = False
94.6106 	EXP 	cue_stim: ori = 0.0
94.6106 	EXP 	cue_stim: image = 'images/arrow_right.png'
94.6106 	EXP 	fixation: autoDraw = True
95.4104 	EXP 	fixation: autoDraw = False
95.4104 	EXP 	cue_stim: autoDraw = True
95.6104 	EXP 	cue_stim: autoDraw = False
95.6104 	EXP 	target_stim: autoDraw = True
95.8995 	DATA 	Keypress: right
95.9103 	EXP 	fixation: autoDraw = False
95.9103 	EXP 	cue_stim: autoDraw = False
95.9103 	EXP 	target_stim: autoDraw = False
95.9103 	EXP 	reminder: autoDraw = False
95.9103 	EXP 	feedback_rt: height = 0.12
95.9103 	EXP 	feedback_rt: height = 0.12
95.9103 	EXP 	feedback_rt: height = 0.12
95.9103 	EXP 	feedback_rt: text = 'Tempo de Reação: 274 ms'
95.9103 	EXP 	feedback_rt: autoDraw = True
96.8948 	EXP 	New trial (rep=3, index=4): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
96.9104 	EXP 	feedback_rt: autoDraw = False
96.9104 	EXP 	feedback_rt: autoDraw = False
96.9104 	EXP 	cue_stim: ori = 0.0
96.9104 	EXP 	cue_stim: image = 'images/arrow_left.png'
96.9104 	EXP 	fixation: autoDraw = True
97.7105 	EXP 	fixation: autoDraw = False
97.7105 	EXP 	cue_stim: autoDraw = True
97.9104 	EXP 	cue_stim: autoDraw = False
97.9104 	EXP 	target_stim: autoDraw = True
98.1661 	DATA 	Keypress: left
98.1772 	EXP 	fixation: autoDraw = False
98.1772 	EXP 	cue_stim: autoDraw = False
98.1772 	EXP 	target_stim: autoDraw = False
98.1772 	EXP 	reminder: autoDraw = False
98.1772 	EXP 	feedback_rt: height = 0.12
98.1772 	EXP 	feedback_rt: height = 0.12
98.1772 	EXP 	feedback_rt: height = 0.12
98.1772 	EXP 	feedback_rt: text = 'Tempo de Reação: 237 ms'
98.1772 	EXP 	feedback_rt: autoDraw = True
99.1611 	EXP 	New trial (rep=3, index=5): {'cue': 'images/arrow_left.png', 'target_x': -0.55, 'is_valid': 1, 'corr': 'left'}
99.1771 	EXP 	feedback_rt: autoDraw = False
99.1771 	EXP 	feedback_rt: autoDraw = False
99.1771 	EXP 	cue_stim: ori = 0.0
99.1771 	EXP 	cue_stim: image = 'images/arrow_left.png'
99.1771 	EXP 	fixation: autoDraw = True
99.9770 	EXP 	fixation: autoDraw = False
99.9770 	EXP 	cue_stim: autoDraw = True
100.1770 	EXP 	cue_stim: autoDraw = False
100.1770 	EXP 	target_stim: autoDraw = True
100.4832 	DATA 	Keypress: left
100.4934 	EXP 	fixation: autoDraw = False
100.4934 	EXP 	cue_stim: autoDraw = False
100.4934 	EXP 	target_stim: autoDraw = False
100.4934 	EXP 	reminder: autoDraw = False
100.4934 	EXP 	feedback_rt: height = 0.12
100.4934 	EXP 	feedback_rt: height = 0.12
100.4934 	EXP 	feedback_rt: height = 0.12
100.4934 	EXP 	feedback_rt: text = 'Tempo de Reação: 298 ms'
100.4934 	EXP 	feedback_rt: autoDraw = True
101.4777 	EXP 	New trial (rep=3, index=6): {'cue': 'images/arrow_left.png', 'target_x': 0.55, 'is_valid': -1, 'corr': 'right'}
101.4939 	EXP 	feedback_rt: autoDraw = False
101.4939 	EXP 	feedback_rt: autoDraw = False
101.4939 	EXP 	cue_stim: ori = 0.0
101.4939 	EXP 	cue_stim: image = 'images/arrow_left.png'
101.4939 	EXP 	fixation: autoDraw = True
102.2935 	EXP 	fixation: autoDraw = False
102.2935 	EXP 	cue_stim: autoDraw = True
102.4936 	EXP 	cue_stim: autoDraw = False
102.4936 	EXP 	target_stim: autoDraw = True
102.8167 	DATA 	Keypress: right
102.8269 	EXP 	fixation: autoDraw = False
102.8269 	EXP 	cue_stim: autoDraw = False
102.8269 	EXP 	target_stim: autoDraw = False
102.8269 	EXP 	reminder: autoDraw = False
102.8269 	EXP 	feedback_rt: height = 0.12
102.8269 	EXP 	feedback_rt: height = 0.12
102.8269 	EXP 	feedback_rt: height = 0.12
102.8269 	EXP 	feedback_rt: text = 'Tempo de Reação: 303 ms'
102.8269 	EXP 	feedback_rt: autoDraw = True
103.8112 	EXP 	New trial (rep=3, index=7): {'cue': 'images/no_arrow.png', 'target_x': -0.55, 'is_valid': 0, 'corr': 'left'}
103.8270 	EXP 	feedback_rt: autoDraw = False
103.8270 	EXP 	feedback_rt: autoDraw = False
103.8270 	EXP 	cue_stim: ori = 0.0
103.8270 	EXP 	cue_stim: image = 'images/no_arrow.png'
103.8270 	EXP 	fixation: autoDraw = True
104.6267 	EXP 	fixation: autoDraw = False
104.6267 	EXP 	cue_stim: autoDraw = True
104.8269 	EXP 	cue_stim: autoDraw = False
104.8269 	EXP 	target_stim: autoDraw = True
105.1504 	DATA 	Keypress: left
105.1599 	EXP 	fixation: autoDraw = False
105.1599 	EXP 	cue_stim: autoDraw = False
105.1599 	EXP 	target_stim: autoDraw = False
105.1599 	EXP 	reminder: autoDraw = False
105.1599 	EXP 	feedback_rt: height = 0.12
105.1599 	EXP 	feedback_rt: height = 0.12
105.1599 	EXP 	feedback_rt: height = 0.12
105.1599 	EXP 	feedback_rt: text = 'Tempo de Reação: 304 ms'
105.1599 	EXP 	feedback_rt: autoDraw = True
