trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,portuguese,instr_msg.started,instr_resp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,79.15867440006696,79.15867440006696,,,,,,,
