thisRow.t,notes,welcome.started,welcome_msg.started,welcome_resp.started,Nome Completo,total_blocks,date,expName,psychopyVersion,frameRate,expStart,
,,0.0022592998575419188,0.04147419985383749,0.04147419985383749,,,,,,,,
