initial_presentation_cycles.thisRepN,initial_presentation_cycles.thisTrialN,initial_presentation_cycles.thisN,initial_presentation_cycles.thisIndex,instr_msg.started,instr_resp.started,instr_resp.keys,instr_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,68.82548200000019,68.82548200000019,space,29.73918429999958,,001,2022-07-17_12h56.26.353,finley_et_al,2022.2.1,60.033414598564455,
