sample_stim,correct_response,incorrect_responses,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr_msg.started,instr_msg.stopped,sample.started,sample.stopped,comparison1.started,comparison1.stopped,comparison2.started,comparison2.stopped,comparison3.started,comparison3.stopped,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.time,resp.clicked_name,resp.started,resp.stopped,resp.corr,sample_2.started,sample_2.stopped,comparison1_2.started,comparison1_2.stopped,comparison2_2.started,comparison2_2.stopped,comparison3_2.started,comparison3_2.stopped,feedback_stim.started,feedback_stim.stopped,feedback_msg.started,feedback_msg.stopped,participante,date,expName,psychopyVersion,frameRate,
scissors,197. scissors.jpg,"['241. tree.jpg', '121. horse.jpg', '146. moon.jpg', '91. flower.jpg', '255. whistle.jpg', '83. ear.jpg', '8. arrow.jpg', '187. ring.jpg', '60. clock.jpg', '166. pear.jpg', '30. book.jpg']",0,0,0,9,25.52091265679337,None,31.551873497432098,None,33.58029416494537,None,33.58029416494537,None,33.58029416494537,None,-0.41,-0.19333333333333333,1,0,0,129.02924755739514,comparison1,2.5574531240854412,None,1,163.03423830715474,None,163.03423830715474,None,163.03423830715474,None,163.03423830715474,None,163.03423830715474,None,163.03423830715474,None,,2021_Aug_18_1713,MTS v. 1,2020.2.2,29.850939767995303,
book,30. book.jpg,"['91. flower.jpg', '83. ear.jpg', '60. clock.jpg', '166. pear.jpg', '146. moon.jpg', '241. tree.jpg', '255. whistle.jpg', '187. ring.jpg', '197. scissors.jpg', '121. horse.jpg', '8. arrow.jpg']",0,1,1,1,,,166.18189049349166,None,168.22809442551807,None,168.22809442551807,None,168.22809442551807,None,-0.405,-0.23333333333333334,1,0,0,32.04210846684873,comparison3,2.5641266531310976,None,0,200.4766736999154,None,200.4766736999154,None,200.4766736999154,None,200.4766736999154,None,200.4766736999154,None,200.4766736999154,None,,2021_Aug_18_1713,MTS v. 1,2020.2.2,29.850939767995303,
ear,83. ear.jpg,"['241. tree.jpg', '166. pear.jpg', '197. scissors.jpg', '255. whistle.jpg', '30. book.jpg', '121. horse.jpg', '187. ring.jpg', '146. moon.jpg', '91. flower.jpg', '60. clock.jpg', '8. arrow.jpg']",0,2,2,3,,,203.84336419065949,None,205.87175886821933,None,205.87175886821933,None,205.87175886821933,None,-0.48,-0.25666666666666665,1,0,0,2.926525112707168,comparison1,2.551228810683824,None,1,208.9867184641771,None,208.9867184641771,None,208.9867184641771,None,208.9867184641771,None,208.9867184641771,None,208.9867184641771,None,,2021_Aug_18_1713,MTS v. 1,2020.2.2,29.850939767995303,
ring,187. ring.jpg,"['8. arrow.jpg', '166. pear.jpg', '30. book.jpg', '83. ear.jpg', '121. horse.jpg', '197. scissors.jpg', '255. whistle.jpg', '146. moon.jpg', '60. clock.jpg', '91. flower.jpg', '241. tree.jpg']",0,3,3,8,,,212.35420506738592,None,214.3999473361764,None,214.3999473361764,None,214.3999473361764,None,-0.3883333333333333,-0.20833333333333334,1,0,0,2.9414645322831348,comparison2,2.557812468963675,None,0,217.51428249001037,None,217.51428249001037,None,217.51428249001037,None,217.51428249001037,None,217.51428249001037,None,217.51428249001037,None,,2021_Aug_18_1713,MTS v. 1,2020.2.2,29.850939767995303,
