condition	palavra	math	math_resp	list_name	probe_item	item_condition	corr_ans	initial_instructions.thisRepN	initial_instructions.thisTrialN	initial_instructions.thisN	initial_instructions.thisIndex	list_choice.thisRepN	list_choice.thisTrialN	list_choice.thisN	list_choice.thisIndex	study_phase.thisRepN	study_phase.thisTrialN	study_phase.thisN	study_phase.thisIndex	distractor_trial_instructions.thisRepN	distractor_trial_instructions.thisTrialN	distractor_trial_instructions.thisN	distractor_trial_instructions.thisIndex	distractor_phase.thisRepN	distractor_phase.thisTrialN	distractor_phase.thisN	distractor_phase.thisIndex	test_trial_instructions.thisRepN	test_trial_instructions.thisTrialN	test_trial_instructions.thisN	test_trial_instructions.thisIndex	test_phase.thisRepN	test_phase.thisTrialN	test_phase.thisN	test_phase.thisIndex	instructions_msg.started	instructions_msg.stopped	spacebar_msg.started	spacebar_msg.stopped	word.started	word.stopped	math_trial.started	math_trial.stopped	math_trial_resp.keys	math_trial_resp.corr	math_trial_resp.started	math_trial_resp.stopped	fixation_cross.started	fixation_cross.stopped	general_instruction.started	general_instruction.stopped	test_trial_word.started	test_trial_word.stopped	test_trial_resp.keys	test_trial_resp.corr	test_trial_resp.rt	test_trial_resp.started	test_trial_resp.stopped	end.started	end.stopped	participant	session	date	expName	psychopyVersion	frameRate
montanha	escalada											0	0	0	8	0	0	0	0																	24.96562891	None	24.96562891	None	26.52307262	None																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	natureza											0	0	0	8	0	1	1	1																					27.99644553	None																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	beleza											0	0	0	8	0	2	2	2																					29.48554648	None																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	árvores											0	0	0	8	0	3	3	3																					30.99234116	None																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	liberdade											0	0	0	8	0	4	4	4																					32.48208708	None																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	alpinismo											0	0	0	8	0	5	5	5																					33.98827441	None																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	aventura											0	0	0	8	0	6	6	6																					35.47802238	None																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	subir											0	0	0	8	0	7	7	7																					36.9675125	None																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	rocha											0	0	0	8	0	8	8	8																					38.45732477	37.48539533																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	russa											0	0	0	8	0	9	9	9																					39.94709668	38.9751563																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	obstáculo											0	0	0	8	0	10	10	10																					41.43685901	40.46599859																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	serra											0	0	0	8	0	11	11	11																					42.92602289	41.95575408																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	terra											0	0	0	8	0	12	12	12																					44.41569563	43.44430104																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	pico											0	0	0	8	0	13	13	13																					45.90546002	44.93467072																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
montanha	morro											0	0	0	8	0	14	14	14																					47.39544327	46.42444605																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	lento											0	1	1	5	0	0	0	0																					48.91882161	47.94668973																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	calma											0	1	1	5	0	1	1	1																					50.40786238	49.43656834																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	parar											0	1	1	5	0	2	2	2																					51.89776151	50.92587516																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	tartaruga											0	1	1	5	0	3	3	3																					53.38749307	52.41560535																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	caminhar											0	1	1	5	0	4	4	4																					54.87725745	53.90523432																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	cuidado											0	1	1	5	0	5	5	5																					56.36697123	55.39625648																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	demora											0	1	1	5	0	6	6	6																					57.85615016	56.88462562																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	andar											0	1	1	5	0	7	7	7																					59.34585094	58.37564573																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	trânsito											0	1	1	5	0	8	8	8																					60.82033457	59.88071823																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	atenção											0	1	1	5	0	9	9	9																					62.30911134	61.33696988																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	lerdo											0	1	1	5	0	10	10	10																					63.7982335	62.82750234																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	paciência											0	1	1	5	0	11	11	11																					65.30491806	64.33403575																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	preguiça											0	1	1	5	0	12	12	12																					66.7944841	65.82255125																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	lesma											0	1	1	5	0	13	13	13																					68.28437023	67.31252424																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
devagar	atraso											0	1	1	5	0	14	14	14																					69.7735519	68.80344655																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	sentar											0	2	2	3	0	0	0	0																					71.29708755	70.32510066																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	mesa											0	2	2	3	0	1	1	1																					72.78684578	71.81613445																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	madeira											0	2	2	3	0	2	2	2																					74.27616697	73.30589337																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	objeto											0	2	2	3	0	3	3	3																					75.76592383	74.79398345																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	comodidade											0	2	2	3	0	4	4	4																					77.25552134	76.28407203																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	sala											0	2	2	3	0	5	5	5																					78.74528641	77.77443487																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	balanço											0	2	2	3	0	6	6	6																					80.23500087	79.26303313																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	móvel											0	2	2	3	0	7	7	7																					81.72494171	80.75395886																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	encosto											0	2	2	3	0	8	8	8																					83.21435797	82.24240938																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	aula											0	2	2	3	0	9	9	9																					84.70424889	83.7320616																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	estofado											0	2	2	3	0	10	10	10																					86.19368361	85.22185471																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	apoio											0	2	2	3	0	11	11	11																					87.68246995	86.71253559																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	poltrona											0	2	2	3	0	12	12	12																					89.17198265	88.20118651																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	banco											0	2	2	3	0	13	13	13																					90.64497528	89.67410117																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
cadeira	decoração											0	2	2	3	0	14	14	14																					92.11862655	91.14712116																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	sorriso											0	3	3	1	0	0	0	0																					93.64206645	92.6701719																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	felicidade											0	3	3	1	0	1	1	1																					95.13187324	94.1597824																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	festa											0	3	3	1	0	2	2	2																					96.621771	95.65085517																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	vida											0	3	3	1	0	3	3	3																					98.11089521	97.13937751																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	amigos											0	3	3	1	0	4	4	4																					99.60053991	98.62979233																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	família											0	3	3	1	0	5	5	5																					101.0903289	100.1185705																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	paz											0	3	3	1	0	6	6	6																					102.5800406	101.6092965																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	nascimento											0	3	3	1	0	7	7	7																					104.069935	103.0989911																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	filhos											0	3	3	1	0	8	8	8																					105.5594702	104.5887829																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	euforia											0	3	3	1	0	9	9	9																					107.0492811	106.0772354																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	pular											0	3	3	1	0	10	10	10																					108.5386906	107.5670402																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	diversão											0	3	3	1	0	11	11	11																					110.0281643	109.0564906																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	sucesso											0	3	3	1	0	12	12	12																					111.51785	110.547071																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	carnaval											0	3	3	1	0	13	13	13																					113.0065426	112.0378749																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
alegria	gol											0	3	3	1	0	14	14	14																					114.4973275	113.5259514																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	soldado											0	4	4	7	0	0	0	0																					116.0205725	115.0492004																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	armas											0	4	4	7	0	1	1	1																					117.5100838	116.5383404																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	guerra											0	4	4	7	0	2	2	2																					118.9997955	118.0280049																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	disciplina											0	4	4	7	0	3	3	3																					120.489802	119.5176599																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	farda											0	4	4	7	0	4	4	4																					121.9788879	121.0087497																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	ordem											0	4	4	7	0	5	5	5																					123.4691413	122.4979102																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	militar											0	4	4	7	0	6	6	6																					124.9583394	123.9865201																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	marcha											0	4	4	7	0	7	7	7																					126.4479814	125.4761935																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	defesa											0	4	4	7	0	8	8	8																					127.9209979	126.9491458																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	uniforme											0	4	4	7	0	9	9	9																					129.4106755	128.438876																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	proteção											0	4	4	7	0	10	10	10																					130.9003838	129.9285166																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	organização											0	4	4	7	0	11	11	11																					132.3902104	131.4182481																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	rigidez											0	4	4	7	0	12	12	12																					133.8799207	132.909076																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	batalha											0	4	4	7	0	13	13	13																					135.3697823	134.3975758																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
exercito	quartel											0	4	4	7	0	14	14	14																					136.8756454	135.9038336																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	açúcar											0	5	5	6	0	0	0	0																					138.39927	137.4272078																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	gostoso											0	5	5	6	0	1	1	1																					139.8885159	138.9168594																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	chocolate											0	5	5	6	0	2	2	2																					141.3782256	140.4074014																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	sabor											0	5	5	6	0	3	3	3																					142.8679749	141.8971227																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	mel											0	5	5	6	0	4	4	4																					144.3578761	143.3869165																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	sorvete											0	5	5	6	0	5	5	5																					145.8473327	144.8754019																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	delícia											0	5	5	6	0	6	6	6																					147.337186	146.3664795																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	bala											0	5	5	6	0	7	7	7																					148.8269442	147.8562623																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	salgado											0	5	5	6	0	8	8	8																					150.3162483	149.3446089																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	guloseima											0	5	5	6	0	9	9	9																					151.8059573	150.8356728																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	diabetes											0	5	5	6	0	10	10	10																					153.2955049	152.3246964																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	gordura											0	5	5	6	0	11	11	11																					154.785352	153.8144711																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	cárie											0	5	5	6	0	12	12	12																					156.2751007	155.3042102																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	torta											0	5	5	6	0	13	13	13																					157.7648589	156.7938665																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
doce	paladar											0	5	5	6	0	14	14	14																					159.2546753	158.2824853																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
aranha	teia											0	6	6	2	0	0	0	0																					160.7776638	159.805614																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
aranha	veneno											0	6	6	2	0	1	1	1																					162.267316	161.2966095																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
aranha	inseto											0	6	6	2	0	2	2	2																					163.7570565	162.7849936																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
aranha	peluda											0	6	6	2	0	3	3	3																					165.2461615	164.2746705																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
aranha	perigo											0	6	6	2	0	4	4	4																					166.7529466	165.7809625																					1	2021_Mar_13_1203	paradigma_drm_simplificado	2020.2.2	29.91517118
