leftori,rightori,same,corrAns,angle,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr_txt_1.started,instr_key_1.started,instr_key_1.keys,instr_key_1.rt,image_L_3.started,image_R_3.started,instr_txt_2.started,instr_key_2.started,mini_pause_2.started,mini_pause_2.stopped,image_L.started,image_R.started,response.started,main_instr.started,trial_count.started,response.keys,response.corr,response.rt,mini_pause.started,mini_pause.stopped,end_txt.started,end_key.started,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,36.86146149999695,36.86146149999695,m,1.1128402999966056,,,,,,,,,,,,,,,,,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,225,y,m,225,0,0,0,11,,,,,38.07028469999932,38.07028469999932,38.07028469999932,38.07028469999932,39.1003372999985,40.6252744999947,40.6252744999947,40.6252744999947,40.6252744999947,40.6252744999947,40.6252744999947,m,1,0.6692685000016354,41.3170586999986,41.824967699998524,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,180,y,m,180,0,1,1,9,,,,,,,,,,,41.824967699998524,41.824967699998524,41.824967699998524,41.824967699998524,41.824967699998524,m,1,0.997025600001507,42.85042749999411,43.358545299997786,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,135,y,m,135,0,2,2,7,,,,,,,,,,,43.358545299997786,43.358545299997786,43.358545299997786,43.358545299997786,43.358545299997786,m,1,0.6796718000041437,44.06690809999418,44.57496009999886,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,225,n,n,225,0,3,3,10,,,,,,,,,,,44.57496009999886,44.57496009999886,44.57496009999886,44.57496009999886,44.57496009999886,n,1,0.9595836000080453,45.56685109999671,46.07482579999487,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,45,n,n,45,0,4,4,2,,,,,,,,,,,46.07482579999487,46.07482579999487,46.07482579999487,46.07482579999487,46.07482579999487,n,1,0.7312385000041104,46.83334049999394,47.34114309999859,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,0,y,m,0,0,5,5,1,,,,,,,,,,,47.34114309999859,47.34114309999859,47.34114309999859,47.34114309999859,47.34114309999859,m,1,0.5055782999988878,47.86677629999758,48.37560680000024,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,315,y,m,315,0,6,6,15,,,,,,,,,,,48.37560680000024,48.37560680000024,48.37560680000024,48.37560680000024,48.37560680000024,m,1,0.5349083999972208,48.93340529999841,49.440062699999544,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,270,n,n,270,0,7,7,12,,,,,,,,,,,49.440062699999544,49.440062699999544,49.440062699999544,49.440062699999544,49.440062699999544,n,1,0.6868739000055939,50.14988979999907,50.658189399997354,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
0,135,n,n,135,0,8,8,6,,,,,,,,,,,50.658189399997354,50.658189399997354,50.658189399997354,50.658189399997354,50.658189399997354,n,1,0.7965263000005507,51.483260599998175,51.990264100000786,,,001,bia,2022-12-31_01h03.34.738,MentalRot,2022.2.1,59.960378180551416,
