instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,keeping_track_trials.thisRepN,keeping_track_trials.thisTrialN,keeping_track_trials.thisN,keeping_track_trials.thisIndex,keeping_track_word.thisRepN,keeping_track_word.thisTrialN,keeping_track_word.thisN,keeping_track_word.thisIndex,keeping_track_questions.thisRepN,keeping_track_questions.thisTrialN,keeping_track_questions.thisN,keeping_track_questions.thisIndex,welcome_msg.started,welcome_next.started,welcome_resp.started,participant_code,instr_msg.started,previous.started,next.started,instr_resp.started,new_trial_prompt.started,new_trial_next.started,new_trial_resp.started,to_be_remembered_categories.started,to_be_remembered.started,to_be_remembered.stopped,current_categories,category,word,to_be_remembered_categories_2.started,prompt_recall.started,multiple_choice_options.started,recall_response.started,n_targets,target_category,option_1,option_2,option_3,correct_value,correct_resp,participant_resp,score,recall_response.keys,recall_response.rt,thanks_prompt.started,thanks_spacebar.started,thanks_resp.started,session_duration,ID,Nome Completo,date,expName,psychopyVersion,frameRate,
,,,,10,0,10,0,13,0,13,0,,,,,,,,647623292,,,,,,,,793.7799408999272,794.2454263999825,795.7466080999002,Cores   Frutas   Parentes,Países,Canadá,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,10,0,10,0,14,0,14,0,,,,,,,,647623292,,,,,,,,795.7634456999367,796.2477818999905,,Cores   Frutas   Parentes,Frutas,Morango,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,10,0,10,0,,,,,0,0,0,0,,,,647623292,,,,,,,,,,,Cores   Frutas   Parentes,,,797.8112573999679,797.8112573999679,797.8112573999679,797.8112573999679,3,Cores,Vermelho,Amarelo,Azul,Amarelo,2,1,0,num_1,14.201520400005393,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,10,0,10,0,,,,,1,0,1,0,,,,647623292,,,,,,,,,,,Cores   Frutas   Parentes,,,812.0451246999437,812.0451246999437,812.0451246999437,812.0451246999437,3,Frutas,Banana,Maçã,Morango,Morango,3,2,0,num_2,0.15046829998027533,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,10,0,10,0,,,,,2,0,2,0,,,,647623292,,,,,,,,,,,Cores   Frutas   Parentes,,,812.2274835999124,812.2274835999124,812.2274835999124,812.2274835999124,3,Parentes,Pai,Tia,Filha,Filha,3,3,1,num_3,0.1521536000072956,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,0,0,0,0,,,,,,,,647623292,,,,,812.3949559999164,812.3949559999164,0.0003971999976783991,813.8608804999385,814.3114578999812,815.8108884999529,Parentes   Frutas,Animais,Baleia,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,1,0,1,0,,,,,,,,647623292,,,,,,,,815.844468700001,816.3272385000018,817.8268463999266,Parentes   Frutas,Países,Japão,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,2,0,2,0,,,,,,,,647623292,,,,,,,,817.8446860999102,818.3274972999934,819.8275487999199,Parentes   Frutas,Metais,Cobre,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,3,0,3,0,,,,,,,,647623292,,,,,,,,819.8600610999856,820.311668899958,821.8266389999771,Parentes   Frutas,Frutas,Morango,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,4,0,4,0,,,,,,,,647623292,,,,,,,,821.8441093999427,822.326933199889,823.827602299978,Parentes   Frutas,Animais,Urso,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,5,0,5,0,,,,,,,,647623292,,,,,,,,823.8612911999226,824.3268405999988,825.8274684998905,Parentes   Frutas,Países,Alemanha,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,6,0,6,0,,,,,,,,647623292,,,,,,,,825.843224399956,826.3271388999419,827.8263403999154,Parentes   Frutas,Metais,Alumínio,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,7,0,7,0,,,,,,,,647623292,,,,,,,,827.8431011999492,828.3272449999349,,Parentes   Frutas,Metais,Ferro,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,8,0,8,0,,,,,,,,647623292,,,,,,,,829.8430017998908,830.3269421999576,831.8276583999395,Parentes   Frutas,Cores,Vermelho,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,9,0,9,0,,,,,,,,647623292,,,,,,,,831.8435778999701,832.3264601998962,833.8265434999485,Parentes   Frutas,Animais,Zebra,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,10,0,10,0,,,,,,,,647623292,,,,,,,,833.8434128999943,834.3266355999513,,Parentes   Frutas,Cores,Amarelo,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,11,0,11,0,,,,,,,,647623292,,,,,,,,835.8424981998978,836.3269336998928,837.8266064999625,Parentes   Frutas,Frutas,Banana,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,12,0,12,0,,,,,,,,647623292,,,,,,,,837.8431348999729,838.3263196999906,839.8259379999945,Parentes   Frutas,Parentes,Filha,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,13,0,13,0,,,,,,,,647623292,,,,,,,,839.8426654998912,840.3265870999312,841.8268812999595,Parentes   Frutas,Países,Canadá,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,14,0,14,0,,,,,,,,647623292,,,,,,,,841.844074399909,842.3263790999772,843.8262401999673,Parentes   Frutas,Parentes,Pai,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,,,,,0,0,0,0,,,,647623292,,,,,,,,,,,Parentes   Frutas,,,843.8587904999731,843.8587904999731,843.8587904999731,843.8587904999731,2,Parentes,Filha,Pai,Tia,Pai,2,1,0,num_1,80.1806646999903,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,,,,,1,0,1,0,,,,647623292,,,,,,,,,,,Parentes   Frutas,,,924.0714839999564,924.0714839999564,924.0714839999564,924.0714839999564,2,Frutas,Banana,Morango,Maçã,Banana,1,2,0,num_2,0.2516170999733731,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647623292,Marcos Lima,2025-09-06_13h59.48.164,ktt,2022.2.1,59.986275147471545,
,,,,,,,,,,,,,,,,,,,647623292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.3548084999202,924.3548084999202,924.3548084999202,833.9869146000128,,,,,,,
