leftori,rightori,same,corrAns,angle,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr_txt_1.started,instr_key_1.started,instr_key_1.keys,instr_key_1.rt,image_L_3.started,image_R_3.started,instr_txt_2.started,instr_key_2.started,mini_pause_2.started,mini_pause_2.stopped,image_L.started,image_R.started,response.started,main_instr.started,trial_count.started,response.keys,response.corr,response.rt,mini_pause.started,mini_pause.stopped,end_txt.started,end_key.started,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.68279110000003,16.68279110000003,m,0.3790173999950639,,,,,,,,,,,,,,,,,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,180,n,n,180,0,0,0,8,,,,,17.143990700002178,17.143990700002178,17.143990700002178,17.143990700002178,17.42856220000249,18.936064699999406,18.936064699999406,18.936064699999406,18.936064699999406,18.936064699999406,18.936064699999406,n,1,0.8610416999945301,19.82853270000487,20.32896079999773,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,180,y,m,180,0,1,1,9,,,,,,,,,,,20.32896079999773,20.32896079999773,20.32896079999773,20.32896079999773,20.32896079999773,m,1,0.7725222000008216,21.12822920000326,21.629660200000217,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,135,n,n,135,0,2,2,6,,,,,,,,,,,21.629660200000217,21.629660200000217,21.629660200000217,21.629660200000217,21.629660200000217,n,1,0.6325338999959058,22.294887399999425,22.795583200000692,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,315,y,m,315,0,3,3,15,,,,,,,,,,,22.795583200000692,22.795583200000692,22.795583200000692,22.795583200000692,22.795583200000692,m,1,0.6097318999964045,23.427998099999968,23.928849299998546,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,0,n,n,0,0,4,4,0,,,,,,,,,,,23.928849299998546,23.928849299998546,23.928849299998546,23.928849299998546,23.928849299998546,n,1,0.5571029999991879,24.5112838999994,25.012051300000167,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,135,y,m,135,0,5,5,7,,,,,,,,,,,25.012051300000167,25.012051300000167,25.012051300000167,25.012051300000167,25.012051300000167,m,1,0.7379176999966148,25.778232199998456,26.279085300004226,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,90,y,m,90,0,6,6,5,,,,,,,,,,,26.279085300004226,26.279085300004226,26.279085300004226,26.279085300004226,26.279085300004226,m,1,0.5585140999974101,26.86156420000043,27.3618992000047,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,90,n,n,90,0,7,7,4,,,,,,,,,,,27.3618992000047,27.3618992000047,27.3618992000047,27.3618992000047,27.3618992000047,n,1,0.5959862999952747,27.97786620000261,28.47873470000195,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,225,n,n,225,0,8,8,10,,,,,,,,,,,28.47873470000195,28.47873470000195,28.47873470000195,28.47873470000195,28.47873470000195,n,1,0.8078780999931041,29.310898600000655,29.811954600001627,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,270,n,n,270,0,9,9,12,,,,,,,,,,,29.811954600001627,29.811954600001627,29.811954600001627,29.811954600001627,29.811954600001627,m,0,0.5055422999939765,30.34466870000324,30.84526580000238,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,270,y,m,270,0,10,10,13,,,,,,,,,,,30.84526580000238,30.84526580000238,30.84526580000238,30.84526580000238,30.84526580000238,m,1,0.5685772999931942,31.44457990000228,31.944990700001654,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,225,y,m,225,0,11,11,11,,,,,,,,,,,31.944990700001654,31.944990700001654,31.944990700001654,31.944990700001654,31.944990700001654,m,1,1.132199399995443,33.094812499999534,33.59529820000171,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,315,n,n,315,0,12,12,14,,,,,,,,,,,33.59529820000171,33.59529820000171,33.59529820000171,33.59529820000171,33.59529820000171,n,1,0.6018380999958026,34.22802210000373,34.728619100002106,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,0,y,m,0,0,13,13,1,,,,,,,,,,,34.728619100002106,34.728619100002106,34.728619100002106,34.728619100002106,34.728619100002106,m,1,0.5248937999931513,35.27798780000012,35.77835939999932,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,45,n,n,45,0,14,14,2,,,,,,,,,,,35.77835939999932,35.77835939999932,35.77835939999932,35.77835939999932,35.77835939999932,n,1,0.6028810999923735,36.411694200003694,36.91145099999994,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,45,y,m,45,0,15,15,3,,,,,,,,,,,36.91145099999994,36.91145099999994,36.91145099999994,36.91145099999994,36.91145099999994,m,1,0.517874799996207,37.46111070000188,37.96157800000219,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
0,0,n,n,0,1,0,16,0,,,,,,,,,,,37.96157800000219,37.96157800000219,37.96157800000219,37.96157800000219,37.96157800000219,n,1,0.549519499996677,38.527508700004546,39.028043099999195,,,001,jack,2022-12-31_01h54.15.243,MentalRot,2022.2.1,60.05064671484583,
