instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,instruction_text.started,instruction_image.started,back_button.started,next_button.started,back_button.numClicks,back_button.timesOn,back_button.timesOff,next_button.numClicks,next_button.timesOn,next_button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
,,,,75.3827076000016,75.3827076000016,75.3827076000016,75.3827076000016,1,[2.095745500002522],[0.0003338999958941713],6,"[18.312033100010012, 0.41812519999803044, 0.4375731000036467, 0.48962599999504164, 3.738590299995849, 5.169173599992064]","[0.019432299988693558, 0.024280500001623295, 0.02702609999687411, 0.021123200000147335, 0.02100149999023415, 5.1691818999970565]",,,,,,,
