initial_presentation_cycles.thisRepN,initial_presentation_cycles.thisTrialN,initial_presentation_cycles.thisN,initial_presentation_cycles.thisIndex,instr_msg.started,instr_resp.started,instr_resp.keys,instr_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,23.938389800000095,23.938389800000095,space,25.424855799999932,,001,2022-07-22_10h09.55.002,finley_et_al,2022.2.1,59.830619516162464,
