current_span,arrow_memory_instructions.thisRepN,arrow_memory_instructions.thisTrialN,arrow_memory_instructions.thisN,arrow_memory_instructions.thisIndex,arrow_memory_practice_trials.thisRepN,arrow_memory_practice_trials.thisTrialN,arrow_memory_practice_trials.thisN,arrow_memory_practice_trials.thisIndex,arrow_memory_practice.thisRepN,arrow_memory_practice.thisTrialN,arrow_memory_practice.thisN,arrow_memory_practice.thisIndex,rotation_instructions.thisRepN,rotation_instructions.thisTrialN,rotation_instructions.thisN,rotation_instructions.thisIndex,rotation_practice_trials.thisRepN,rotation_practice_trials.thisTrialN,rotation_practice_trials.thisN,rotation_practice_trials.thisIndex,rotspan_training_instructions.thisRepN,rotspan_training_instructions.thisTrialN,rotspan_training_instructions.thisN,rotspan_training_instructions.thisIndex,rotspan_training_trials.thisRepN,rotspan_training_trials.thisTrialN,rotspan_training_trials.thisN,rotspan_training_trials.thisIndex,rotspan_training_trial.thisRepN,rotspan_training_trial.thisTrialN,rotspan_training_trial.thisN,rotspan_training_trial.thisIndex,rotspan_testing_instructions.thisRepN,rotspan_testing_instructions.thisTrialN,rotspan_testing_instructions.thisN,rotspan_testing_instructions.thisIndex,rotspan_testing_trials.thisRepN,rotspan_testing_trials.thisTrialN,rotspan_testing_trials.thisN,rotspan_testing_trials.thisIndex,rotspan_testing_trial.thisRepN,rotspan_testing_trial.thisTrialN,rotspan_testing_trial.thisN,rotspan_testing_trial.thisIndex,thisRow.t,notes,welcome.started,welcome_msg.started,welcome_next.started,welcome_resp.started,welcome.stopped,participant_code,instruction.started,instr_msg.started,previous.started,next.started,instr_resp.started,instruction.stopped,arrow_memory.started,arrow.started,arrow.stopped,arrow_memory.stopped,recall.started,prompt_recall.started,A.started,B.started,C.started,D.started,E.started,F.started,G.started,H.started,I.started,J.started,K.started,L.started,M.started,N.started,O.started,P.started,clear_.started,blank.started,send.started,square.started,recall_response.started,recall.stopped,correct_response,participant_response,full_credit_score,partial_credit_score,edit_distance_score,task_phase,rotationtrials_correct,rotation_total_trials,rotation_percent_correct,recall_response.x,recall_response.y,recall_response.leftButton,recall_response.midButton,recall_response.rightButton,recall_response.time,recall_response.corr,recall_response.clicked_name,recall_feedback.started,recall_feedback_prompt.started,rotation_feedback_prompt.started,rotation_feedback_performance.started,recall_feedback.stopped,recall_feedback_prompt.stopped,rotation_feedback_prompt.stopped,rotation_feedback_performance.stopped,rotation.started,rotation_prompt.started,continue_.started,symmetry_problem_next.started,rotation_problem.started,rotation.stopped,rotation_letter,rotation_orientation,rotation_flip,rotation_corr,problem_rt,rotation_answer.started,rotation_answer_screen.started,yes.started,no.started,rotation_response.started,rotation_answer.stopped,answer_rt,rotation_speed_error,rotation_accuracy_error,rotation_participant_corr,rotation_problem,rotation_status,rotation_participant_response,rotation_answer_feedback.started,true_feedback.started,false_feedback.started,rotation_corrective_feedback_msg.started,rotation_answer_feedback.stopped,true_feedback.stopped,false_feedback.stopped,rotation_corrective_feedback_msg.stopped,rotation_errors,ID,Nome Completo,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,178.00620459998026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.9831115999259,178.00620459998026,178.00620459998026,0.0039138998836278915,178.00620459998026,178.71603509993292,F,0,True,True,0.7329494000878185,178.716117199976,178.72570369997993,178.72570369997993,178.72570369997993,4.3400097638368607e-05,179.34597010002472,0.6298595999833196,0,0,1,F,0,no,179.3460494999308,179.35836539999582,179.35836539999582,179.35836539999582,180.36128730000928,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,180.37574869999662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.36156130000018,180.37574869999662,180.37574869999662,0.017147100064903498,180.37574869999662,181.1453117998317,G,225,True,True,0.7837642999365926,181.1453497998882,181.15806679986417,181.15806679986417,181.15806679986417,3.320001997053623e-05,181.728655599989,0.5833128001540899,0,0,1,G,225,no,181.72873259987682,181.74011270003393,181.74011270003393,181.74011270003393,182.72988029988483,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,182.73999439994805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.73022949998267,182.73999439994805,182.73999439994805,0.0035860000643879175,182.73999439994805,183.36119619989768,F,90,False,False,0.6309789000079036,183.3612348998431,183.3755595998373,183.3755595998373,183.3755595998373,3.4499913454055786e-05,184.06218319991603,0.7009562999010086,0,0,1,F,90,yes,184.06226149993017,184.07249989989214,184.07249989989214,184.07249989989214,185.06124549987726,185.07358109997585,185.07358109997585,185.07358109997585,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,185.07358109997585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.06154489982873,185.07358109997585,185.07358109997585,-0.0006280001252889633,185.07358109997585,185.82819209992886,F,45,False,False,0.7666589999571443,185.8282263998408,185.8423672998324,185.8423672998324,185.8423672998324,3.169989213347435e-05,186.3457356998697,0.5175189999863505,0,0,1,F,45,yes,186.34583060001023,186.35786270000972,186.35786270000972,186.35786270000972,187.3605427998118,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,187.37568539986387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.36083290004171,187.37568539986387,187.37568539986387,0.016741400118917227,187.37568539986387,188.22823209990747,G,0,False,False,0.8674105000682175,188.22826699982397,188.24195379996672,188.24195379996672,188.24195379996672,3.2800016924738884e-05,188.8609120999463,0.6326531998347491,0,0,1,G,0,yes,188.86111469985917,188.87222629995085,188.87222629995085,188.87222629995085,189.86060169991106,189.90799589990638,189.90799589990638,189.90799589990638,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,261.953671899857,,,,,,,000541668,253.8943099998869,253.93695300002582,253.93695300002582,253.93695300002582,0.02671050000935793,261.92477539996617,272.02339600003324,272.53651409992017,,274.0243219998665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.9313540000003,261.953671899857,261.953671899857,0.006655699806287885,261.953671899857,272.0231117999647,G,135,False,False,10.091796800028533,272.02319879992865,,,,,272.0232953999657,7.990002632141113e-05,1,0,0,G,135,,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,274.036617500009,,,,,,,,,,,,,,277.9424783999566,278.4535570999142,279.96916559990495,279.94178520003334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.02454290003516,274.036617500009,274.036617500009,0.0037587000988423824,274.036617500009,276.42350849998184,R,225,True,True,2.398979399818927,276.4235451000277,276.4364475000184,276.4364475000184,276.4364475000184,3.300001844763756e-05,277.9423714999575,1.5188376000151038,0,0,1,R,225,no,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.94194349995814,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,279.96916559990495,-0.00031420006416738033,284.07945810002275,CF,CF,2,2,2,rotspan_training_trials,13,17,76.47058823529412,"[0.1425, -0.11, 0.52]","[0.09666666666666666, -0.043333333333333335, -0.8133333333333334]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.33577789994888, 2.502798500005156, 4.135135599877685]","[0, 0, 0]","['C', 'F', 'send']",284.0928249999415,284.15224549989216,284.15224549989216,284.15224549989216,286.1072211000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,286.1354214998428,,,,,,,,,,,,,,296.20609759981744,296.7209791999776,,298.22175599983893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.1088908999227,286.1354214998428,286.1354214998428,0.022978900000452995,286.1354214998428,296.20533829997294,G,225,True,True,10.096501300111413,296.20543779991567,,,,,296.2057707000058,0.00024669989943504333,1,0,0,G,225,,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,298.2355748999398,,,,,,,,,,,,,,299.7781568998471,300.286493799882,,301.7880394998938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.221976300003,298.2355748999398,298.2355748999398,0.01598039991222322,298.2355748999398,299.1737201998476,G,45,True,True,0.9517726001795381,299.1737781998236,299.1862756998744,299.1862756998744,299.1862756998744,5.3999945521354675e-05,299.77804060000926,0.6042802000883967,0,0,1,G,45,no,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.7881179000251,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,301.8192461999133,0.010024699848145247,305.34445540001616,KG,BG,0,1,1,rotspan_training_trials,14,19,73.68421052631578,"[0.1, -0.1425, 0.54]","[0.23333333333333334, 0.12666666666666668, -0.8133333333333334]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.22477289987728, 1.9887488998938352, 3.554402499925345]","[0, 0, 0]","['B', 'G', 'send']",305.3582429999951,305.4008708000183,305.4008708000183,305.4008708000183,307.37140199984424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,307.4014860999305,,,,,,,,,,,,,,310.83891819999553,311.35193519992754,312.85183759988286,312.83766179997474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.37345189996995,307.4014860999305,307.4014860999305,0.02118999999947846,307.4014860999305,310.1218550999183,F,315,False,False,2.7483987000305206,310.1218899998348,310.13502159994096,310.13502159994096,310.13502159994096,3.150012344121933e-05,310.8387429998256,0.7168950999621302,0,0,1,F,315,yes,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,312.85183759988286,,,,,,,,,,,,,,317.17124409996904,317.68557440000586,,319.1874168999493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.8379224999808,312.85183759988286,312.85183759988286,-0.0009018999990075827,312.85183759988286,316.45513609983027,F,315,True,True,3.617232399992645,316.45518149994314,316.4678849999327,316.4678849999327,316.4678849999327,4.20999713242054e-05,317.1711681999732,0.7159915000665933,0,0,1,F,315,no,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.18748719990253,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,319.2180945998989,0.016291199950501323,323.4915620998945,NK,–K,0,1,1,rotspan_training_trials,16,21,76.19047619047619,"[0.02, 0.405, 0.625]","[-0.8266666666666667, 0.11, -0.82]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.5037734999787062, 3.469824899919331, 4.302761999890208]","[0, 0, 0]","['blank', 'K', 'send']",323.50402459991165,323.5509972998407,323.5509972998407,323.5509972998407,325.52064729994163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,0,389.5143846999854,,,,,,,000541668,388.48863020003773,388.5486671999097,388.5486671999097,388.5486671999097,0.03990590013563633,389.48550059995614,392.2677251000423,392.78131200000644,394.28151270002127,394.26686550001614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.49195909989066,389.5143846999854,389.5143846999854,0.012994100106880069,389.5143846999854,391.6009996999055,R,180,False,False,2.1090490999631584,391.6010333998129,391.6158510998357,391.6158510998357,391.6158510998357,3.110012039542198e-05,392.2676515998319,0.6666278999764472,0,0,1,R,180,yes,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,0,1,0,394.28151270002127,,,,,,,,,,,,,,397.3342070998624,397.84788609994575,399.36312889982946,399.33391039981507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.2671303998213,394.28151270002127,394.28151270002127,-0.0005129000637680292,394.28151270002127,396.80073449993506,R,135,False,False,2.533616099972278,396.80076939985156,396.81495279981755,396.81495279981755,396.81495279981755,3.160000778734684e-05,397.3341355000157,0.5333744999952614,0,0,1,R,135,yes,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,0,2,0,399.36312889982946,,,,,,,,,,,,,,401.62135719996877,402.13118189992383,403.63113909983076,403.61852889996953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.33417539997026,399.36312889982946,399.36312889982946,0.003124099923297763,399.36312889982946,400.818152599968,F,90,False,False,1.483988800086081,400.8181937998161,400.8304259998258,400.8304259998258,400.8304259998258,3.750016912817955e-05,401.62127569993027,0.8030928000807762,0,0,1,F,90,yes,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,0,3,0,403.63113909983076,,,,,,,,,,,,,,405.91769080003724,406.43033909983933,,407.91776679991744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.61883459985256,403.63113909983076,403.63113909983076,4.009995609521866e-05,403.63113909983076,404.9007910999935,R,315,True,True,1.2819648999720812,404.90082849981263,404.9141440000385,404.9141440000385,404.9141440000385,3.2899901270866394e-05,405.9176186998375,1.016796400072053,0,0,1,R,315,no,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,4,0,4,0,407.93046900001355,,,,,,,,,,,,,,410.58408229984343,411.0972199998796,,412.58475209982134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.91801959997974,407.93046900001355,407.93046900001355,0.004081499995663762,407.93046900001355,410.00118150003254,G,225,False,False,2.083173699909821,410.0012172998395,410.01367169991136,410.01367169991136,410.01367169991136,3.190012648701668e-05,410.58400879986584,0.5827991000842303,0,0,1,G,225,yes,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,412.58482869993895,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,412.6139928000048,0.0007923999801278114,420.6210763999261,LCJOB,LJOB,0,1,4,rotspan_testing_trials,5,5,100.0,"[0.28, 0.245, -0.3875, 0.0875, 0.56]","[-0.2866666666666667, 0.4666666666666667, 0.1, 0.24, -0.7966666666666666]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.7008148999884725, 4.367833300027996, 5.502136799972504, 6.935760000022128, 8.034662900026888]","[0, 0, 0, 0, 0]","['L', 'J', 'O', 'B', 'send']",420.634257099824,420.681069499813,420.681069499813,420.681069499813,422.64969739993103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,422.6630686998833,,,,,,,,,,,,,,426.4170427999925,426.92946200002916,,428.4176362999715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.65037759998813,422.6630686998833,422.6630686998833,0.018012200016528368,422.6630686998833,425.50002179993317,F,315,True,True,2.8496558000333607,425.50005779997446,425.51303809997626,425.51303809997626,425.51303809997626,3.25001310557127e-05,426.4169709999114,0.9169204002246261,0,0,1,F,315,no,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,428.42998849996366,,,,,,,,,,,,,,430.35049479990266,430.86261749989353,,432.35123070003465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.4179666999262,428.42998849996366,428.42998849996366,0.0026038000360131264,428.42998849996366,429.66583999991417,G,315,True,True,1.2478873000945896,429.66587829985656,429.6800277000293,429.6800277000293,429.6800277000293,3.329990431666374e-05,430.3504224999342,0.6845511000137776,0,0,1,G,315,no,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,432.351303699892,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,432.37999579985626,0.0008530998602509499,435.8917588000186,PM,PM,2,2,2,rotspan_testing_trials,7,7,100.0,"[-0.2525, -0.005, 0.5175]","[0.46, -0.36666666666666664, -0.8]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.0678373998962343, 2.950492799980566, 3.538252899888903]","[0, 0, 0]","['P', 'M', 'send']",435.9145241000224,435.9287547999993,435.9287547999993,435.9287547999993,437.9158220998943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,0,0,0,437.9290304998867,,,,,,,,,,,,,,441.2324579998385,441.74707129993476,,443.25062369997613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.9164724999573,437.9290304998867,437.9290304998867,0.002039100043475628,437.9290304998867,440.3656997999642,G,270,False,False,2.449239900102839,440.3657354998868,440.3792697999161,440.3792697999161,440.3792697999161,3.120000474154949e-05,441.23238499998115,0.8666569001507014,0,0,1,G,270,yes,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,0,1,0,443.2623349998612,,,,,,,,,,,,,,445.0331893998664,445.5485264000017,,447.0333193000406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.2508547999896,443.2623349998612,443.2623349998612,0.020059000002220273,443.2623349998612,444.1997400999535,F,180,False,False,0.9488986001815647,444.1997764999978,444.213638599962,444.213638599962,444.213638599962,3.260001540184021e-05,445.033117899904,0.8333485999610275,0,1,0,F,180,no,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,2,0,2,0,447.04795399983414,,,,,,,,,,,,,,449.66608839994296,450.1807730998844,,451.6838964000344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.03354299999774,447.04795399983414,447.04795399983414,0.0020164998713880777,447.04795399983414,449.15147629985586,R,270,False,False,2.1179245999082923,449.15151520003565,449.1625423999503,449.1625423999503,449.1625423999503,4.060007631778717e-05,449.66601699986495,0.5145078001078218,0,0,1,R,270,yes,,,,,,,,,,000541668,Relâmpago Marquin,2024-10-13_19h00.30.749,rotspan,2024.1.5,None,2024-10-13 19h07.03.494959 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.683977099834,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,451.71357289981097,0.017936999909579754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
